PARENT_ACCOUNT_ID,ACCOUNT_ID,INDICATION,TOTAL_TRX,DATE,DISTRICT
16234451,1001237398,A,1,05/10/2021,NEW ENGLAND
16234451,1001237398,A,1,05/19/2021,NEW ENGLAND
16234451,1001237398,A,1,05/20/2021,NEW ENGLAND
16234451,1001237398,A,1,05/24/2021,NEW ENGLAND
16234451,1001237398,A,1,05/31/2021,NEW ENGLAND
15829111,118765376,A,1,05/31/2021,NEW ENGLAND
16328446,118845316,A,1,05/10/2021,NEW ENGLAND
16328446,118845316,A,1,05/17/2021,NEW ENGLAND
16328446,118845316,A,1,05/20/2021,NEW ENGLAND
16328446,118845316,A,1,05/23/2021,NEW ENGLAND
16328446,118845316,A,1,05/25/2021,NEW ENGLAND
16328446,118845316,A,1,05/26/2021,NEW ENGLAND
16280982,15151490,A,1,05/04/2021,NEW ENGLAND
16280982,15151490,A,1,05/05/2021,NEW ENGLAND
16280982,15151490,A,1,05/06/2021,NEW ENGLAND
16280982,15151490,A,1,05/11/2021,NEW ENGLAND
16280982,15151490,A,1,05/12/2021,NEW ENGLAND
16326032,124875713,A,1,05/03/2021,NEW ENGLAND
16326032,124875713,A,1,05/12/2021,NEW ENGLAND
16326032,124875713,A,1,05/13/2021,NEW ENGLAND
16326032,124875713,A,1,05/17/2021,NEW ENGLAND
16326032,124875713,A,1,05/24/2021,NEW ENGLAND
16326032,124875713,A,1,05/25/2021,NEW ENGLAND
16326032,124875713,A,1,05/28/2021,NEW ENGLAND
16003889,15050541,A,1,05/11/2021,NEW ENGLAND
16003889,15050541,A,1,05/26/2021,NEW ENGLAND
122715858,53119264,A,1,05/06/2021,NEW ENGLAND
122715858,53119264,A,1,05/19/2021,NEW ENGLAND
122715858,53119264,A,1,05/21/2021,NEW ENGLAND
122715858,53119264,A,1,05/22/2021,NEW ENGLAND
122715858,53119264,A,1,05/27/2021,NEW ENGLAND
73216188,15989364,A,1,05/20/2021,NEW ENGLAND
16021799,118281564,A,1,05/22/2021,NEW ENGLAND
16021799,118281564,A,1,05/24/2021,NEW ENGLAND
16250374,53042053,A,1,05/03/2021,NEW ENGLAND
16250374,53042053,A,1,05/04/2021,NEW ENGLAND
16084839,15941051,A,1,05/06/2021,NEW ENGLAND
73215525,86109144,A,1,05/03/2021,NEW ENGLAND
73215525,86109144,A,1,05/11/2021,NEW ENGLAND
73215525,86109144,A,1,05/13/2021,NEW ENGLAND
73215525,86109144,A,1,05/17/2021,NEW ENGLAND
73215525,86109144,A,1,05/24/2021,NEW ENGLAND
73215525,86109144,A,1,05/26/2021,NEW ENGLAND
73215525,86109144,A,1,05/28/2021,NEW ENGLAND
15892271,109371047,A,1,05/10/2021,NEW ENGLAND
15892271,109371047,A,1,05/11/2021,NEW ENGLAND
15892271,109371047,A,1,05/13/2021,NEW ENGLAND
16189059,15132879,A,1,05/06/2021,NEW ENGLAND
123175655,1003425306,A,1,05/12/2021,NEW ENGLAND
123175655,1003425306,A,1,05/20/2021,NEW ENGLAND
122964221,16214440,A,1,05/12/2021,NEW ENGLAND
122964221,16214440,A,1,05/17/2021,NEW ENGLAND
122964221,16214440,A,1,05/18/2021,NEW ENGLAND
122964221,16214440,A,1,05/20/2021,NEW ENGLAND
122964221,16214440,A,1,05/24/2021,NEW ENGLAND
122964221,16214440,A,1,05/28/2021,NEW ENGLAND
15915950,124814607,A,1,05/03/2021,NEW ENGLAND
15915950,124814607,A,1,05/19/2021,NEW ENGLAND
16152828,15826319,A,1,05/14/2021,NEW ENGLAND
16152828,1001616112,A,1,05/26/2021,NEW ENGLAND
16152828,1001616112,A,1,05/27/2021,NEW ENGLAND
16152828,15961602,A,1,05/06/2021,NEW ENGLAND
16152828,15790417,A,1,05/12/2021,NEW ENGLAND
16152828,15790417,A,1,05/28/2021,NEW ENGLAND
16152828,15906175,A,1,05/12/2021,NEW ENGLAND
16152828,16076134,A,1,05/06/2021,NEW ENGLAND
16261253,116900637,A,1,05/09/2021,NEW ENGLAND
16256609,15851395,A,1,05/02/2021,NEW YORK NY
16256609,15851395,A,1,05/03/2021,NEW YORK NY
16256609,15851395,A,1,05/04/2021,NEW YORK NY
23900984,15193719,A,1,05/05/2021,NEW YORK NY
23900984,15193719,A,1,05/10/2021,NEW YORK NY
23900984,15193719,A,1,05/18/2021,NEW YORK NY
23900984,15193719,A,1,05/24/2021,NEW YORK NY
23900984,15193719,A,1,05/27/2021,NEW YORK NY
122787366,15184141,A,1,05/13/2021,NEW YORK NY
123430693,123430693,A,1,05/03/2021,NEW YORK NY
123430693,123430693,A,1,05/05/2021,NEW YORK NY
123430693,123430693,A,1,05/06/2021,NEW YORK NY
123430693,123430693,A,1,05/20/2021,NEW YORK NY
16030050,86503624,A,1,05/23/2021,NEW YORK NY
122787367,72763986,A,1,05/12/2021,NEW YORK NY
122787367,72763986,A,1,05/26/2021,NEW YORK NY
122787367,122783996,A,1,05/03/2021,NEW YORK NY
122787367,122783996,A,1,05/17/2021,NEW YORK NY
122787367,122783996,A,1,05/26/2021,NEW YORK NY
122787367,121113097,A,1,05/03/2021,NEW YORK NY
122787367,121113097,A,1,05/04/2021,NEW YORK NY
122787367,121113097,A,1,05/06/2021,NEW YORK NY
122787367,121113097,A,1,05/07/2021,NEW YORK NY
122787367,121113097,A,1,05/10/2021,NEW YORK NY
122787367,121113097,A,1,05/13/2021,NEW YORK NY
122787367,121113097,A,1,05/14/2021,NEW YORK NY
122787367,121113097,A,1,05/21/2021,NEW YORK NY
122787367,121113097,A,1,05/24/2021,NEW YORK NY
16168359,122716287,A,1,05/10/2021,NEW YORK NY
16168359,122716287,A,1,05/20/2021,NEW YORK NY
16168359,122716287,A,1,05/26/2021,NEW YORK NY
16168359,52659480,A,1,05/09/2021,NEW YORK NY
16168359,15271456,A,1,05/07/2021,NEW YORK NY
15881198,15844545,A,1,05/11/2021,NEW YORK NY
15881198,15844545,A,1,05/29/2021,NEW YORK NY
15845736,53053711,A,1,05/17/2021,NEW YORK NY
15845736,129654552,A,1,05/05/2021,NEW YORK NY
15845736,129654552,A,1,05/12/2021,NEW YORK NY
15845736,129654552,A,1,05/17/2021,NEW YORK NY
15845736,129654552,A,1,05/26/2021,NEW YORK NY
15906480,52838795,A,1,05/21/2021,NEW YORK NY
16152828,16192579,A,1,05/19/2021,NEW YORK NY
16152828,72764958,A,1,05/13/2021,NEW YORK NY
16152828,72764958,A,1,05/17/2021,NEW YORK NY
15974113,78718067,A,1,05/06/2021,PHILADELPHIA PA
15974113,78718067,A,1,05/11/2021,PHILADELPHIA PA
15974113,78718067,A,1,05/14/2021,PHILADELPHIA PA
15974113,78718067,A,1,05/17/2021,PHILADELPHIA PA
15974113,78718067,A,1,05/18/2021,PHILADELPHIA PA
15974113,78718067,A,1,05/19/2021,PHILADELPHIA PA
15974113,78718067,A,1,05/20/2021,PHILADELPHIA PA
15974113,78718067,A,1,05/26/2021,PHILADELPHIA PA
15974113,78718067,A,1,05/28/2021,PHILADELPHIA PA
28012702,15106993,A,1,05/05/2021,PHILADELPHIA PA
28012702,15106993,A,1,05/07/2021,PHILADELPHIA PA
28012702,15106993,A,1,05/10/2021,PHILADELPHIA PA
28012702,15106993,A,1,05/13/2021,PHILADELPHIA PA
28012702,15106993,A,1,05/14/2021,PHILADELPHIA PA
28012702,15106993,A,1,05/20/2021,PHILADELPHIA PA
28012702,15106993,A,1,05/24/2021,PHILADELPHIA PA
28012702,15106993,A,1,05/28/2021,PHILADELPHIA PA
28012702,15228665,A,1,05/04/2021,PHILADELPHIA PA
28012702,15228665,A,1,05/17/2021,PHILADELPHIA PA
129314983,129314983,A,1,05/07/2021,PHILADELPHIA PA
129314983,129314983,A,1,05/24/2021,PHILADELPHIA PA
129314983,129314983,A,1,05/27/2021,PHILADELPHIA PA
122768141,15854236,A,1,05/06/2021,PHILADELPHIA PA
122768141,15854236,A,1,05/19/2021,PHILADELPHIA PA
122768141,15854236,A,1,05/21/2021,PHILADELPHIA PA
128844702,28173707,A,1,05/20/2021,PHILADELPHIA PA
16198989,15226938,A,1,05/11/2021,PHILADELPHIA PA
16198989,15226938,A,1,05/24/2021,PHILADELPHIA PA
122715565,128530116,A,1,05/10/2021,PHILADELPHIA PA
122752531,16270649,A,1,05/09/2021,PHILADELPHIA PA
122752531,16270649,A,1,05/10/2021,PHILADELPHIA PA
122752531,16270649,A,1,05/12/2021,PHILADELPHIA PA
122752531,16270649,A,1,05/19/2021,PHILADELPHIA PA
122752531,16270649,A,1,05/23/2021,PHILADELPHIA PA
122752531,16270649,A,1,05/26/2021,PHILADELPHIA PA
122752531,16270649,A,1,05/31/2021,PHILADELPHIA PA
73214689,1002733390,A,1,05/04/2021,PHILADELPHIA PA
73214689,1002733390,A,1,05/25/2021,PHILADELPHIA PA
15844556,83634005,A,1,05/07/2021,PHILADELPHIA PA
16027200,124011051,A,1,05/12/2021,PHILADELPHIA PA
16027200,128531651,A,1,05/02/2021,PHILADELPHIA PA
16027200,128531651,A,1,05/05/2021,PHILADELPHIA PA
16027200,128531651,A,1,05/16/2021,PHILADELPHIA PA
16027200,128531651,A,1,05/23/2021,PHILADELPHIA PA
16027200,128531651,A,1,05/24/2021,PHILADELPHIA PA
129446532,15145437,A,1,05/17/2021,PHILADELPHIA PA
16040414,52824647,A,1,05/04/2021,PHILADELPHIA PA
16040414,52824647,A,1,05/25/2021,PHILADELPHIA PA
16040414,52824647,A,1,05/27/2021,PHILADELPHIA PA
15898876,19822924,A,1,05/10/2021,PHILADELPHIA PA
16324334,53132893,A,1,05/18/2021,PHILADELPHIA PA
16324334,53132893,A,1,05/27/2021,PHILADELPHIA PA
15790303,15068622,A,1,05/12/2021,PHILADELPHIA PA
16177602,15095210,A,1,05/03/2021,PHILADELPHIA PA
16317219,1001518532,A,1,05/12/2021,PHILADELPHIA PA
16317219,53032557,A,1,05/13/2021,PHILADELPHIA PA
16317219,53032557,A,1,05/24/2021,PHILADELPHIA PA
16317219,52997864,A,1,05/06/2021,PHILADELPHIA PA
16317219,52997864,A,1,05/12/2021,PHILADELPHIA PA
16317219,52997864,A,1,05/13/2021,PHILADELPHIA PA
16317219,52997864,A,1,05/17/2021,PHILADELPHIA PA
16317219,16288460,A,1,05/24/2021,PHILADELPHIA PA
16317219,86271557,A,1,05/28/2021,PHILADELPHIA PA
16317219,125497944,A,1,05/04/2021,PHILADELPHIA PA
16317219,125497944,A,1,05/12/2021,PHILADELPHIA PA
16317219,1003373316,A,1,05/12/2021,PHILADELPHIA PA
122752532,1002152588,A,1,05/14/2021,PHILADELPHIA PA
122752532,127438278,A,1,05/06/2021,PHILADELPHIA PA
122752532,127438278,A,1,05/12/2021,PHILADELPHIA PA
122752532,127438278,A,1,05/13/2021,PHILADELPHIA PA
122752532,127438278,A,1,05/19/2021,PHILADELPHIA PA
122752532,127438278,A,1,05/20/2021,PHILADELPHIA PA
122752532,127438278,A,1,05/25/2021,PHILADELPHIA PA
122752532,1002152667,A,1,05/10/2021,PHILADELPHIA PA
24454840,15161351,A,1,05/07/2021,PHILADELPHIA PA
122715872,19854061,A,1,05/05/2021,PHILADELPHIA PA
122715872,19854061,A,1,05/07/2021,PHILADELPHIA PA
122715872,19854061,A,1,05/11/2021,PHILADELPHIA PA
122715872,19854061,A,1,05/18/2021,PHILADELPHIA PA
122715872,19854061,A,1,05/26/2021,PHILADELPHIA PA
16200500,116901888,A,1,05/17/2021,PHILADELPHIA PA
16200500,116901888,A,1,05/24/2021,PHILADELPHIA PA
122715566,1003314924,A,1,05/09/2021,PHILADELPHIA PA
15977501,72803844,A,1,05/13/2021,PHILADELPHIA PA
15977501,123433669,A,1,05/11/2021,PHILADELPHIA PA
15977501,123433669,A,1,05/13/2021,PHILADELPHIA PA
16152828,86503221,A,1,05/21/2021,PHILADELPHIA PA
16261253,129653996,A,1,05/10/2021,PHILADELPHIA PA
16261253,72796574,A,1,05/05/2021,PHILADELPHIA PA
15849215,52686277,A,1,05/10/2021,PHILADELPHIA PA
53028072,109528361,A,1,05/27/2021,WASHINGTON DC
15860667,16260312,A,1,05/17/2021,WASHINGTON DC
15837366,119059145,A,1,05/16/2021,WASHINGTON DC
123058561,121622434,A,1,05/03/2021,WASHINGTON DC
123058561,121622434,A,1,05/25/2021,WASHINGTON DC
123058561,121622434,A,1,05/27/2021,WASHINGTON DC
16073793,83059440,A,1,05/17/2021,WASHINGTON DC
16073793,83059440,A,1,05/26/2021,WASHINGTON DC
16270655,119688859,A,1,05/11/2021,WASHINGTON DC
16034244,83949683,A,1,05/03/2021,WASHINGTON DC
16034244,83949683,A,1,05/05/2021,WASHINGTON DC
16034244,83949683,A,1,05/10/2021,WASHINGTON DC
16034244,83949683,A,1,05/17/2021,WASHINGTON DC
16034244,117170514,A,1,05/03/2021,WASHINGTON DC
16034244,117170514,A,1,05/05/2021,WASHINGTON DC
16034244,117170514,A,1,05/18/2021,WASHINGTON DC
16034244,117170514,A,1,05/23/2021,WASHINGTON DC
16034244,117170514,A,1,05/27/2021,WASHINGTON DC
15949780,123435867,A,1,05/03/2021,WASHINGTON DC
15949780,123435867,A,1,05/14/2021,WASHINGTON DC
15949780,124528849,A,1,05/25/2021,WASHINGTON DC
15949780,124528849,A,1,05/26/2021,WASHINGTON DC
15949780,124528849,A,1,05/27/2021,WASHINGTON DC
15949780,124528849,A,1,05/28/2021,WASHINGTON DC
15928762,1000397797,A,1,05/10/2021,WASHINGTON DC
129028265,124666429,A,1,05/04/2021,WASHINGTON DC
129028265,124666429,A,1,05/05/2021,WASHINGTON DC
129028265,124666429,A,1,05/17/2021,WASHINGTON DC
129028265,124666429,A,1,05/20/2021,WASHINGTON DC
23900885,79977244,A,1,05/17/2021,WASHINGTON DC
15784048,1002830938,A,1,05/13/2021,WASHINGTON DC
15967994,53100826,A,1,05/07/2021,WASHINGTON DC
15967994,123432860,A,1,05/19/2021,WASHINGTON DC
15967994,123432860,A,1,05/27/2021,WASHINGTON DC
22085876,127754202,A,1,05/12/2021,WASHINGTON DC
20400623,73214607,A,1,05/12/2021,WASHINGTON DC
20400623,73214607,A,1,05/18/2021,WASHINGTON DC
23903457,1002955393,A,1,05/19/2021,WASHINGTON DC
23903457,1002955393,A,1,05/26/2021,WASHINGTON DC
122786873,124850351,A,1,05/12/2021,WASHINGTON DC
122786873,124850351,A,1,05/24/2021,WASHINGTON DC
122786873,124850351,A,1,05/25/2021,WASHINGTON DC
122786873,124850351,A,1,05/26/2021,WASHINGTON DC
122786873,124850351,A,1,05/27/2021,WASHINGTON DC
15892564,15819592,A,1,05/10/2021,WASHINGTON DC
15892564,15819592,A,1,05/13/2021,WASHINGTON DC
15892564,15819592,A,1,05/22/2021,WASHINGTON DC
15792372,1000634445,A,1,05/23/2021,WASHINGTON DC
15792372,1000634445,A,1,05/24/2021,WASHINGTON DC
15792372,1000634445,A,1,05/31/2021,WASHINGTON DC
16132772,86504398,A,1,05/06/2021,WASHINGTON DC
16000252,79978561,A,1,05/03/2021,WASHINGTON DC
16000252,79978561,A,1,05/04/2021,WASHINGTON DC
16000252,123433489,A,1,05/22/2021,WASHINGTON DC
16000252,123433489,A,1,05/28/2021,WASHINGTON DC
15823477,78719362,A,1,05/07/2021,WASHINGTON DC
15823477,78719362,A,1,05/10/2021,WASHINGTON DC
129314589,123439746,A,1,05/04/2021,WASHINGTON DC
129314589,123439746,A,1,05/11/2021,WASHINGTON DC
129314589,123439746,A,1,05/26/2021,WASHINGTON DC
16301977,117336906,A,1,05/18/2021,WASHINGTON DC
16301977,117336906,A,1,05/21/2021,WASHINGTON DC
16030350,119886478,A,1,05/06/2021,WASHINGTON DC
16030350,119886478,A,1,05/09/2021,WASHINGTON DC
16030350,119886478,A,1,05/23/2021,WASHINGTON DC
16030350,119886478,A,1,05/27/2021,WASHINGTON DC
16269742,1001623861,A,1,05/07/2021,WASHINGTON DC
16269742,1001623861,A,1,05/11/2021,WASHINGTON DC
16269742,1001623861,A,1,05/14/2021,WASHINGTON DC
16269742,1001623861,A,1,05/28/2021,WASHINGTON DC
16262482,15100640,A,1,05/10/2021,WASHINGTON DC
16262482,15100640,A,1,05/20/2021,WASHINGTON DC
16262482,15100640,A,1,05/25/2021,WASHINGTON DC
16170639,15246537,A,1,05/04/2021,WASHINGTON DC
16170639,15246537,A,1,05/10/2021,WASHINGTON DC
16170639,15246537,A,1,05/11/2021,WASHINGTON DC
16170639,52668475,A,1,05/26/2021,WASHINGTON DC
16170639,52668475,A,1,05/30/2021,WASHINGTON DC
16152828,16005306,A,1,05/10/2021,WASHINGTON DC
16152828,16005306,A,1,05/18/2021,WASHINGTON DC
16152828,128593857,A,1,05/07/2021,WASHINGTON DC
16152828,128593857,A,1,05/20/2021,WASHINGTON DC
16152828,128593857,A,1,05/24/2021,WASHINGTON DC
16152828,15781579,A,1,05/05/2021,WASHINGTON DC
16152828,15781579,A,1,05/28/2021,WASHINGTON DC
16152828,15941446,A,1,05/14/2021,WASHINGTON DC
16152828,15812200,A,1,05/25/2021,WASHINGTON DC
15827527,109199265,A,1,05/03/2021,WASHINGTON DC
15827527,109199265,A,1,05/20/2021,WASHINGTON DC
15827527,109199265,A,1,05/27/2021,WASHINGTON DC
16095537,15121754,A,1,05/17/2021,WASHINGTON DC
16095537,15121754,A,1,05/18/2021,WASHINGTON DC
16095537,15121754,A,1,05/19/2021,WASHINGTON DC
16095537,15121754,A,1,05/26/2021,WASHINGTON DC
16095537,79886325,A,1,05/03/2021,WASHINGTON DC
16095537,79886325,A,1,05/13/2021,WASHINGTON DC
16095537,79886325,A,1,05/24/2021,WASHINGTON DC
16261253,1000507731,A,1,05/03/2021,WASHINGTON DC
16261253,1000507731,A,1,05/10/2021,WASHINGTON DC
16261253,1000507731,A,1,05/18/2021,WASHINGTON DC
16261253,1000507731,A,1,05/23/2021,WASHINGTON DC
16181304,86272951,A,1,05/02/2021,WASHINGTON DC
16181304,86272951,A,1,05/05/2021,WASHINGTON DC
16181304,86272951,A,1,05/11/2021,WASHINGTON DC
16181304,86272951,A,1,05/31/2021,WASHINGTON DC
127802947,1001307039,C,1,02/23/2021,NEW ENGLAND
15915950,124814607,C,1,02/22/2021,NEW ENGLAND
16317219,86271557,C,1,02/24/2021,PHILADELPHIA PA
16034244,53089159,C,1,02/07/2021,WASHINGTON DC
16034244,53089159,C,1,02/10/2021,WASHINGTON DC
15898876,19822924,C,1,02/04/2021,PHILADELPHIA PA
15823477,78719362,C,1,02/22/2021,WASHINGTON DC
128961772,124629112,A,1,06/09/2021,CHICAGO IL
128961772,124629112,A,1,06/22/2021,CHICAGO IL
128961772,124629112,A,1,06/25/2021,CHICAGO IL
128961772,20449857,A,1,06/07/2021,CHICAGO IL
128961772,20449857,A,1,06/11/2021,CHICAGO IL
128961772,20449857,A,1,06/15/2021,CHICAGO IL
15888579,1003624476,A,1,06/03/2021,CHICAGO IL
15888579,1003624476,A,1,06/07/2021,CHICAGO IL
15888579,1003624476,A,1,06/09/2021,CHICAGO IL
15888579,1003624476,A,1,06/24/2021,CHICAGO IL
15888579,1003624476,A,1,06/28/2021,CHICAGO IL
15888579,1003624476,A,1,06/29/2021,CHICAGO IL
15888579,123526405,A,1,06/08/2021,CHICAGO IL
15888579,123526405,A,1,06/30/2021,CHICAGO IL
15888579,123430734,A,1,06/23/2021,CHICAGO IL
15888579,1001919303,A,1,06/15/2021,CHICAGO IL
16241615,117154167,A,1,06/05/2021,CHICAGO IL
15845971,72917687,A,1,06/10/2021,CHICAGO IL
15845971,72917687,A,1,06/27/2021,CHICAGO IL
15845971,123330336,A,1,06/06/2021,CHICAGO IL
15845971,123330336,A,1,06/19/2021,CHICAGO IL
15845971,123330336,A,1,06/24/2021,CHICAGO IL
122999018,15091001,A,1,06/04/2021,CHICAGO IL
122999018,1002152178,A,1,06/01/2021,CHICAGO IL
122999018,1002152178,A,1,06/02/2021,CHICAGO IL
122999018,1002152178,A,1,06/16/2021,CHICAGO IL
122999018,1002152178,A,1,06/30/2021,CHICAGO IL
122999018,20452265,A,1,06/08/2021,CHICAGO IL
122999018,20452265,A,1,06/22/2021,CHICAGO IL
122999018,20452265,A,1,06/25/2021,CHICAGO IL
122999018,123163493,A,1,06/04/2021,CHICAGO IL
16273610,86505538,A,1,06/08/2021,CHICAGO IL
16273610,86505538,A,1,06/11/2021,CHICAGO IL
16273610,86505538,A,1,06/18/2021,CHICAGO IL
16046042,53136142,A,1,06/21/2021,CHICAGO IL
16046042,53136142,A,1,06/27/2021,CHICAGO IL
16179509,127817294,A,1,06/21/2021,CHICAGO IL
16179509,24214668,A,1,06/22/2021,CHICAGO IL
16325757,129164159,A,1,06/24/2021,CHICAGO IL
16028983,53193082,A,1,06/09/2021,CHICAGO IL
15985337,15077953,A,1,06/14/2021,CHICAGO IL
16171752,76478276,A,1,06/03/2021,CHICAGO IL
16171752,76478276,A,1,06/07/2021,CHICAGO IL
16171752,76478276,A,1,06/14/2021,CHICAGO IL
16171752,76478276,A,1,06/15/2021,CHICAGO IL
16171752,76478276,A,1,06/28/2021,CHICAGO IL
15792529,16072254,A,1,06/07/2021,CHICAGO IL
15792529,53017207,A,1,06/08/2021,CHICAGO IL
123430690,53103236,A,1,06/03/2021,CHICAGO IL
123430690,53103236,A,1,06/08/2021,CHICAGO IL
123430690,53103236,A,1,06/20/2021,CHICAGO IL
123430690,53103236,A,1,06/23/2021,CHICAGO IL
123430690,53103236,A,1,06/28/2021,CHICAGO IL
123430690,53103236,A,1,06/29/2021,CHICAGO IL
1003488631,128457783,A,1,06/05/2021,CHICAGO IL
16037168,123153527,A,1,06/11/2021,CHICAGO IL
15876667,15051010,A,1,06/16/2021,CHICAGO IL
15876667,15051010,A,1,06/30/2021,CHICAGO IL
15876667,85695193,A,1,06/04/2021,CHICAGO IL
15876667,85695193,A,1,06/11/2021,CHICAGO IL
15876667,85695193,A,1,06/28/2021,CHICAGO IL
16018640,52837601,A,1,06/25/2021,CHICAGO IL
16018640,52837601,A,1,06/26/2021,CHICAGO IL
16018640,52837601,A,1,06/30/2021,CHICAGO IL
15922391,1000505413,A,1,06/23/2021,CHICAGO IL
15922391,1000505413,A,1,06/25/2021,CHICAGO IL
15922391,1000505413,A,1,06/27/2021,CHICAGO IL
16256036,123179985,A,1,06/21/2021,CHICAGO IL
122999729,124780592,A,1,06/02/2021,CHICAGO IL
122999729,124780592,A,1,06/04/2021,CHICAGO IL
122999729,124780592,A,1,06/17/2021,CHICAGO IL
122999729,124780592,A,1,06/24/2021,CHICAGO IL
122999729,124780592,A,1,06/28/2021,CHICAGO IL
123272942,84647128,A,1,06/04/2021,CHICAGO IL
123272942,84647128,A,1,06/08/2021,CHICAGO IL
123272942,84647128,A,1,06/18/2021,CHICAGO IL
122715371,28873738,A,1,06/03/2021,CHICAGO IL
122715371,28873738,A,1,06/04/2021,CHICAGO IL
122715371,28873738,A,1,06/09/2021,CHICAGO IL
122715371,28873738,A,1,06/29/2021,CHICAGO IL
122715371,124249492,A,1,06/02/2021,CHICAGO IL
123136637,123136637,A,1,06/18/2021,CHICAGO IL
123136637,123136637,A,1,06/21/2021,CHICAGO IL
123136637,123136637,A,1,06/28/2021,CHICAGO IL
25341654,127034321,A,1,06/07/2021,CHICAGO IL
25341654,127034321,A,1,06/11/2021,CHICAGO IL
25341654,127034321,A,1,06/18/2021,CHICAGO IL
25341654,127034321,A,1,06/21/2021,CHICAGO IL
25341654,127034321,A,1,06/29/2021,CHICAGO IL
122715860,15861645,A,1,06/22/2021,CHICAGO IL
122715860,15861645,A,1,06/23/2021,CHICAGO IL
122715860,15861645,A,1,06/24/2021,CHICAGO IL
16143555,128814521,A,1,06/03/2021,CHICAGO IL
16143555,128814521,A,1,06/10/2021,CHICAGO IL
16143555,128814521,A,1,06/30/2021,CHICAGO IL
15795469,15795469,A,1,06/17/2021,CHICAGO IL
16149985,83949677,A,1,06/04/2021,CHICAGO IL
16149985,83949677,A,1,06/17/2021,CHICAGO IL
16149985,83949677,A,1,06/18/2021,CHICAGO IL
16149985,83949677,A,1,06/19/2021,CHICAGO IL
82877133,53104393,A,1,06/06/2021,CHICAGO IL
16180496,123147634,A,1,06/19/2021,CHICAGO IL
16180496,123147634,A,1,06/27/2021,CHICAGO IL
16176543,123063160,A,1,06/02/2021,CHICAGO IL
16176543,123063160,A,1,06/09/2021,CHICAGO IL
16176543,123063160,A,1,06/16/2021,CHICAGO IL
16176543,123063160,A,1,06/21/2021,CHICAGO IL
16176543,123063160,A,1,06/24/2021,CHICAGO IL
129627065,15098854,A,1,06/16/2021,CHICAGO IL
15873459,128781567,A,1,06/07/2021,CHICAGO IL
15873459,128781567,A,1,06/16/2021,CHICAGO IL
16163350,53099335,A,1,06/16/2021,CHICAGO IL
16163350,53099335,A,1,06/29/2021,CHICAGO IL
122785454,123246934,A,1,06/08/2021,CHICAGO IL
122785454,123246934,A,1,06/09/2021,CHICAGO IL
122785454,123246934,A,1,06/14/2021,CHICAGO IL
122785454,123246934,A,1,06/21/2021,CHICAGO IL
122785454,123246934,A,1,06/25/2021,CHICAGO IL
122785454,123246934,A,1,06/28/2021,CHICAGO IL
15797442,1002046583,A,1,06/17/2021,CHICAGO IL
15797442,1002046583,A,1,06/28/2021,CHICAGO IL
15863162,83631720,A,1,06/03/2021,CHICAGO IL
15863162,83631720,A,1,06/08/2021,CHICAGO IL
15863162,83631720,A,1,06/23/2021,CHICAGO IL
15863162,83631720,A,1,06/30/2021,CHICAGO IL
122716158,52928042,A,1,06/29/2021,CHICAGO IL
122716014,120425506,A,1,06/22/2021,CHICAGO IL
122716014,120425506,A,1,06/23/2021,CHICAGO IL
122716014,120425506,A,1,06/24/2021,CHICAGO IL
122716014,122716014,A,1,06/02/2021,CHICAGO IL
122716014,122716014,A,1,06/06/2021,CHICAGO IL
122716014,129306991,A,1,06/21/2021,CHICAGO IL
16149626,123432076,A,1,06/02/2021,CHICAGO IL
16149626,123432076,A,1,06/07/2021,CHICAGO IL
16149626,123432076,A,1,06/21/2021,CHICAGO IL
15956679,123439335,A,1,06/01/2021,NASHVILLE TN
15956679,123439335,A,1,06/16/2021,NASHVILLE TN
15956679,123439335,A,1,06/24/2021,NASHVILLE TN
122715833,1003297364,A,1,06/11/2021,NASHVILLE TN
122715833,1003297364,A,1,06/14/2021,NASHVILLE TN
122715833,1003297364,A,1,06/17/2021,NASHVILLE TN
122715833,1003297364,A,1,06/18/2021,NASHVILLE TN
122715833,1003297364,A,1,06/25/2021,NASHVILLE TN
122715833,1003297364,A,1,06/29/2021,NASHVILLE TN
16162789,1000044942,A,1,06/03/2021,NASHVILLE TN
16293820,86758900,A,1,06/02/2021,NASHVILLE TN
16293820,86758900,A,1,06/03/2021,NASHVILLE TN
16293820,86758900,A,1,06/08/2021,NASHVILLE TN
16293820,86758900,A,1,06/09/2021,NASHVILLE TN
16293820,86758900,A,1,06/29/2021,NASHVILLE TN
16293820,86758900,A,1,06/30/2021,NASHVILLE TN
16230499,1000963909,A,1,06/29/2021,NASHVILLE TN
16178654,117332281,A,1,06/09/2021,NASHVILLE TN
16178654,53058776,A,1,06/02/2021,NASHVILLE TN
16178654,53058776,A,1,06/29/2021,NASHVILLE TN
109084782,15282273,A,1,06/21/2021,NASHVILLE TN
109084782,15282273,A,1,06/22/2021,NASHVILLE TN
16231372,15269940,A,1,06/30/2021,NASHVILLE TN
16231372,15165762,A,1,06/09/2021,NASHVILLE TN
16231372,15165762,A,1,06/11/2021,NASHVILLE TN
16231372,15165762,A,1,06/16/2021,NASHVILLE TN
16231372,15165762,A,1,06/21/2021,NASHVILLE TN
16231372,124695267,A,1,06/03/2021,NASHVILLE TN
16231372,124695267,A,1,06/04/2021,NASHVILLE TN
16231372,124695267,A,1,06/08/2021,NASHVILLE TN
